Day,Session,Treatment,Subject,Round,SL,Bid,Frequency_Consumption,Size,Time,Quality_Safety,Attention,Typical_SL,Typical_SL_Other,Choose,Minimum_SL,Shopper,Vegan,Significant_Issue,Feeling,Wrong,Consideration,Help_Reduction,Social_Contributes,Promotion,Discard_After,Discard_On,Discard_Smell,Discard_Taste,LD_indication,LD_words,Gender,Age,Education,Income,Marietal_St,Child,Family_Size,Family_Size_Other
1,1,Control,9,2,7,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,3,1,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,4,3,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,5,-1,3.5,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,6,5,2,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,7,14,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,8,0,3.5,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,9,19,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,9,10,10,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,Greater than 21 days,,Sometimes,6,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,57,Bachelor's degree in college (4-year),Prefer not to say,Married,No,2,
1,1,Control,10,1,,2.5,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,2,7,1.99,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,3,1,0.5,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,4,3,0.75,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,5,-1,0,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,6,5,1,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,7,14,2.5,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,8,0,0.25,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,9,19,2.5,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,10,10,10,2.25,Two or three times a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Female,38,Master's degree,"$150,000 or more",Married,No,2,
1,1,Control,11,1,,3,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,2,7,3,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,3,1,0.25,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,4,3,1,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,5,-1,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,6,5,2,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,7,14,3,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,8,0,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,9,19,4,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,11,10,10,3,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Prefer not to answer,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Female,26,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
1,1,Control,12,1,,0.99,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,2,7,0.99,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,3,1,0,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,4,3,0,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,5,-1,0,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,6,5,0.25,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,7,14,1.25,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,8,0,0,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
1,1,Control,12,9,19,1.25,A few times a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,"Yes, always",7,Yes,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Female,47,Bachelor's degree in college (4-year),Prefer not to say,Married,Yes,4,
